,Players_1,BattingOrder_1,inning_bat_1,Bat_Bowler_1,Bat_Dismissal_1,Bat_Runs_1,4s_1,6s_1,Ball Faced_1,Dots_1,BattingTeam_1,inning_bowl_1,Over_1,Runs_1,Wicket_1,Maiden_1,extra_1,fowRuns_1,wicketNumber_1,fowOver_1,Gender,Date,Season,Toss_winner,Toss_decision,Player_of_match,Winner,Winner_runs,Winner_wickets,Method,Outcome
10712,S Matsikenyeri,6,1.0,Mohammad Ashraful,caught,14.0,1.0,0.0,29.0,19.0,Zimbabwe,2.0,-,-,-,-,-,130.0,5.0,30.6,male,2009/10/29,2009/10,Zimbabwe,bat,Abdur Razzak,Bangladesh,,7.0,,
10713,MN Waller,7,1.0,Abdur Razzak,bowled,40.0,4.0,1.0,37.0,19.0,Zimbabwe,2.0,-,-,-,-,-,207.0,7.0,43.2,male,2009/10/29,2009/10,Zimbabwe,bat,Abdur Razzak,Bangladesh,,7.0,,
10714,E Chigumbura,8,1.0,Shakib Al Hasan,caught,8.0,0.0,0.0,12.0,6.0,Zimbabwe,2.0,9.0,41.0,2.0,1.0,6.0,217.0,9.0,46.4,male,2009/10/29,2009/10,Zimbabwe,bat,Abdur Razzak,Bangladesh,,7.0,,
10715,AG Cremer,9,1.0,Abdur Razzak,bowled,2.0,0.0,0.0,9.0,7.0,Zimbabwe,2.0,3.0,24.0,0.0,0.0,2.0,215.0,8.0,45.3,male,2009/10/29,2009/10,Zimbabwe,bat,Abdur Razzak,Bangladesh,,7.0,,
10716,RW Price,10,1.0,-,not out,4.0,0.0,0.0,7.0,3.0,Zimbabwe,2.0,4.0,28.0,0.0,0.0,7.0,-,-,-,male,2009/10/29,2009/10,Zimbabwe,bat,Abdur Razzak,Bangladesh,,7.0,,
10717,KM Jarvis,11,1.0,Abdur Razzak,lbw,0.0,0.0,0.0,2.0,2.0,Zimbabwe,2.0,6.0,56.0,0.0,0.0,9.0,219.0,10.0,47.2,male,2009/10/29,2009/10,Zimbabwe,bat,Abdur Razzak,Bangladesh,,7.0,,
10718,Tamim Iqbal,1,2.0,CJ Chibhabha,caught,26.0,2.0,1.0,19.0,10.0,Bangladesh,1.0,-,-,-,-,-,56.0,3.0,6.1,male,2009/10/29,2009/10,Zimbabwe,bat,Abdur Razzak,Bangladesh,,7.0,,
10719,Junaid Siddique,2,2.0,E Chigumbura,caught and bowled,23.0,4.0,1.0,12.0,6.0,Bangladesh,1.0,-,-,-,-,-,44.0,1.0,3.5,male,2009/10/29,2009/10,Zimbabwe,bat,Abdur Razzak,Bangladesh,,7.0,,
10720,Mohammad Ashraful,3,2.0,E Chigumbura,caught,3.0,0.0,0.0,6.0,3.0,Bangladesh,1.0,6.0,25.0,2.0,1.0,3.0,56.0,2.0,5.8,male,2009/10/29,2009/10,Zimbabwe,bat,Abdur Razzak,Bangladesh,,7.0,,
10721,Raqibul Hasan,4,2.0,-,not out,39.0,4.0,0.0,75.0,56.0,Bangladesh,1.0,-,-,-,-,-,-,-,-,male,2009/10/29,2009/10,Zimbabwe,bat,Abdur Razzak,Bangladesh,,7.0,,
10722,Shakib Al Hasan,5,2.0,-,not out,105.0,15.0,3.0,63.0,28.0,Bangladesh,1.0,9.0,24.0,1.0,1.0,4.0,-,-,-,male,2009/10/29,2009/10,Zimbabwe,bat,Abdur Razzak,Bangladesh,,7.0,,
10723,Nazmul Hossain,DNB,2.0,-,DNB,-,-,-,-,-,Bangladesh,1.0,7.0,32.0,0.0,0.0,1.0,-,-,-,male,2009/10/29,2009/10,Zimbabwe,bat,Abdur Razzak,Bangladesh,,7.0,,
10724,Dolar Mahmud,DNB,2.0,-,DNB,-,-,-,-,-,Bangladesh,1.0,5.0,32.0,0.0,0.0,7.0,-,-,-,male,2009/10/29,2009/10,Zimbabwe,bat,Abdur Razzak,Bangladesh,,7.0,,
10725,Naeem Islam,DNB,2.0,-,DNB,-,-,-,-,-,Bangladesh,1.0,8.0,41.0,2.0,0.0,4.0,-,-,-,male,2009/10/29,2009/10,Zimbabwe,bat,Abdur Razzak,Bangladesh,,7.0,,
10726,Abdur Razzak,DNB,2.0,-,DNB,-,-,-,-,-,Bangladesh,1.0,9.2,29.0,5.0,0.0,0.0,-,-,-,male,2009/10/29,2009/10,Zimbabwe,bat,Abdur Razzak,Bangladesh,,7.0,,
10727,Mahmudullah,DNB,2.0,-,DNB,-,-,-,-,-,Bangladesh,1.0,4.0,17.0,0.0,0.0,0.0,-,-,-,male,2009/10/29,2009/10,Zimbabwe,bat,Abdur Razzak,Bangladesh,,7.0,,
10728,H Masakadza,1,1.0,Abdur Razzak,caught,84.0,12.0,1.0,77.0,41.0,Zimbabwe,2.0,-,-,-,-,-,148.0,4.0,27.4,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10729,BRM Taylor,2,1.0,Nazmul Hossain,caught,2.0,0.0,0.0,15.0,13.0,Zimbabwe,2.0,-,-,-,-,-,19.0,1.0,4.6,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10730,CK Coventry,3,1.0,Enamul Haque jnr,caught,29.0,2.0,2.0,27.0,16.0,Zimbabwe,2.0,-,-,-,-,-,90.0,2.0,15.3,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10731,F Mutizwa,4,1.0,Enamul Haque jnr,caught,0.0,0.0,0.0,2.0,2.0,Zimbabwe,2.0,-,-,-,-,-,91.0,3.0,15.6,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10732,MN Waller,5,1.0,Mahmudullah,bowled,27.0,2.0,0.0,44.0,25.0,Zimbabwe,2.0,2.0,14.0,0.0,0.0,1.0,154.0,5.0,28.4,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10733,S Matsikenyeri,6,1.0,Abdur Razzak,bowled,5.0,1.0,0.0,8.0,8.0,Zimbabwe,2.0,-,-,-,-,-,158.0,6.0,29.8,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10734,E Chigumbura,7,1.0,Nazmul Hossain,bowled,20.0,2.0,0.0,33.0,24.0,Zimbabwe,2.0,4.0,27.0,0.0,0.0,1.0,196.0,10.0,41.2,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10735,CJ Chibhabha,8,1.0,Enamul Haque jnr,caught,5.0,0.0,0.0,13.0,9.0,Zimbabwe,2.0,6.0,28.0,0.0,0.0,3.0,177.0,7.0,35.2,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10736,AG Cremer,9,1.0,Nazmul Hossain,caught,9.0,1.0,0.0,19.0,13.0,Zimbabwe,2.0,8.4,43.0,2.0,2.0,0.0,191.0,8.0,39.6,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10737,RW Price,10,1.0,Naeem Islam,caught,3.0,0.0,0.0,4.0,2.0,Zimbabwe,2.0,10.0,41.0,1.0,0.0,2.0,195.0,9.0,40.5,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10738,KM Jarvis,11,1.0,-,not out,0.0,0.0,0.0,1.0,1.0,Zimbabwe,2.0,10.0,36.0,3.0,0.0,2.0,-,-,-,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10739,Tamim Iqbal,1,2.0,AG Cremer,stumped,80.0,10.0,2.0,71.0,36.0,Bangladesh,1.0,-,-,-,-,-,122.0,2.0,23.3,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10740,Junaid Siddique,2,2.0,KM Jarvis,caught,5.0,1.0,0.0,7.0,5.0,Bangladesh,1.0,-,-,-,-,-,24.0,1.0,4.5,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10741,Mohammad Ashraful,3,2.0,RW Price,bowled,63.0,7.0,1.0,89.0,61.0,Bangladesh,1.0,2.0,10.0,0.0,0.0,4.0,175.0,3.0,32.1,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10742,Raqibul Hasan,4,2.0,KM Jarvis,caught,21.0,1.0,1.0,29.0,16.0,Bangladesh,1.0,-,-,-,-,-,183.0,4.0,35.4,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10743,Mahmudullah,5,2.0,KM Jarvis,caught,7.0,1.0,0.0,19.0,15.0,Bangladesh,1.0,8.0,34.0,1.0,0.0,1.0,183.0,5.0,35.6,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10744,Mushfiqur Rahim,6,2.0,AG Cremer,lbw,4.0,1.0,0.0,9.0,9.0,Bangladesh,1.0,-,-,-,-,-,194.0,6.0,40.2,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10745,Shakib Al Hasan,7,2.0,-,not out,5.0,0.0,0.0,16.0,13.0,Bangladesh,1.0,7.0,32.0,0.0,1.0,0.0,-,-,-,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10746,Naeem Islam,8,2.0,-,not out,4.0,1.0,0.0,2.0,1.0,Bangladesh,1.0,2.0,13.0,1.0,0.0,0.0,-,-,-,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10747,Nazmul Hossain,DNB,2.0,-,DNB,-,-,-,-,-,Bangladesh,1.0,4.2,12.0,3.0,1.0,1.0,-,-,-,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10748,Abdur Razzak,DNB,2.0,-,DNB,-,-,-,-,-,Bangladesh,1.0,8.0,38.0,2.0,1.0,3.0,-,-,-,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10749,Enamul Haque jnr,DNB,2.0,-,DNB,-,-,-,-,-,Bangladesh,1.0,10.0,45.0,3.0,0.0,3.0,-,-,-,male,2009/10/31,2009/10,Bangladesh,field,Tamim Iqbal,Bangladesh,,4.0,,
10750,H Masakadza,1,1.0,Nazmul Hossain,caught,2.0,0.0,0.0,5.0,4.0,Zimbabwe,2.0,-,-,-,-,-,2.0,1.0,0.5,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10751,BRM Taylor,2,1.0,Abdur Razzak,caught and bowled,0.0,0.0,0.0,3.0,3.0,Zimbabwe,2.0,-,-,-,-,-,3.0,2.0,1.3,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10752,MA Vermeulen,3,1.0,Abdur Razzak,lbw,3.0,0.0,0.0,9.0,7.0,Zimbabwe,2.0,-,-,-,-,-,8.0,4.0,5.3,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10753,CK Coventry,4,1.0,Nazmul Hossain,caught,1.0,0.0,0.0,6.0,5.0,Zimbabwe,2.0,-,-,-,-,-,4.0,3.0,2.3,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10754,MN Waller,5,1.0,Shakib Al Hasan,caught,13.0,2.0,0.0,36.0,29.0,Zimbabwe,2.0,-,-,-,-,-,36.0,7.0,16.4,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10755,S Matsikenyeri,6,1.0,Enamul Haque jnr,caught,11.0,1.0,0.0,30.0,24.0,Zimbabwe,2.0,2.0,9.0,0.0,0.0,0.0,32.0,5.0,13.4,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10756,CJ Chibhabha,7,1.0,Enamul Haque jnr,bowled,0.0,0.0,0.0,6.0,6.0,Zimbabwe,2.0,-,-,-,-,-,32.0,6.0,15.3,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10757,E Chigumbura,8,1.0,Enamul Haque jnr,caught and bowled,4.0,0.0,0.0,11.0,8.0,Zimbabwe,2.0,1.0,1.0,0.0,0.0,0.0,36.0,8.0,17.6,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10758,AG Cremer,9,1.0,-,not out,7.0,0.0,0.0,24.0,20.0,Zimbabwe,2.0,2.5,8.0,2.0,0.0,3.0,-,-,-,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10759,RW Price,10,1.0,Shakib Al Hasan,lbw,0.0,0.0,0.0,2.0,2.0,Zimbabwe,2.0,4.0,5.0,2.0,1.0,2.0,39.0,9.0,18.6,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10760,KM Jarvis,11,1.0,Shakib Al Hasan,caught and bowled,0.0,0.0,0.0,17.0,17.0,Zimbabwe,2.0,2.0,18.0,0.0,0.0,3.0,44.0,10.0,24.5,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10761,Tamim Iqbal,1,2.0,RW Price,caught,22.0,3.0,0.0,25.0,16.0,Bangladesh,1.0,-,-,-,-,-,33.0,1.0,6.3,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10762,Junaid Siddique,2,2.0,AG Cremer,caught,8.0,1.0,0.0,18.0,16.0,Bangladesh,1.0,-,-,-,-,-,36.0,3.0,7.5,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10763,Mohammad Ashraful,3,2.0,RW Price,lbw,0.0,0.0,0.0,3.0,3.0,Bangladesh,1.0,-,-,-,-,-,33.0,2.0,6.6,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10764,Naeem Islam,4,2.0,AG Cremer,caught,0.0,0.0,0.0,3.0,3.0,Bangladesh,1.0,-,-,-,-,-,38.0,4.0,9.1,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10765,Raqibul Hasan,5,2.0,-,not out,9.0,0.0,1.0,16.0,14.0,Bangladesh,1.0,-,-,-,-,-,-,-,-,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10766,Mushfiqur Rahim,6,2.0,-,not out,2.0,0.0,0.0,5.0,4.0,Bangladesh,1.0,-,-,-,-,-,-,-,-,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10767,Nazmul Hossain,DNB,2.0,-,DNB,-,-,-,-,-,Bangladesh,1.0,6.0,10.0,2.0,2.0,0.0,-,-,-,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10768,Abdur Razzak,DNB,2.0,-,DNB,-,-,-,-,-,Bangladesh,1.0,5.0,10.0,2.0,0.0,0.0,-,-,-,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10769,Enamul Haque jnr,DNB,2.0,-,DNB,-,-,-,-,-,Bangladesh,1.0,7.0,14.0,3.0,2.0,2.0,-,-,-,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10770,Shakib Al Hasan,DNB,2.0,-,DNB,-,-,-,-,-,Bangladesh,1.0,6.5,7.0,3.0,1.0,1.0,-,-,-,male,2009/11/03,2009/10,Zimbabwe,bat,Nazmul Hossain,Bangladesh,,6.0,,
10771,H Masakadza,1,1.0,Abdur Razzak,caught,10.0,2.0,0.0,22.0,19.0,Zimbabwe,2.0,-,-,-,-,-,18.0,2.0,7.3,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10772,MA Vermeulen,2,1.0,Abdur Razzak,caught,7.0,1.0,0.0,16.0,13.0,Zimbabwe,2.0,-,-,-,-,-,12.0,1.0,5.4,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10773,BRM Taylor,3,1.0,-,not out,118.0,7.0,4.0,124.0,59.0,Zimbabwe,2.0,-,-,-,-,-,-,-,-,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10774,E Chigumbura,4,1.0,Mahmudullah,caught,38.0,6.0,0.0,38.0,23.0,Zimbabwe,2.0,7.0,29.0,0.0,0.0,3.0,80.0,3.0,19.3,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10775,MN Waller,5,1.0,Mahmudullah,bowled,0.0,0.0,0.0,2.0,2.0,Zimbabwe,2.0,-,-,-,-,-,80.0,4.0,19.5,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10776,S Matsikenyeri,6,1.0,Mahmudullah,stumped,8.0,1.0,0.0,14.0,11.0,Zimbabwe,2.0,5.0,23.0,3.0,0.0,3.0,104.0,5.0,25.1,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10777,F Mutizwa,7,1.0,Shakib Al Hasan,caught and bowled,5.0,0.0,0.0,16.0,12.0,Zimbabwe,2.0,-,-,-,-,-,113.0,6.0,28.3,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10778,CJ Chibhabha,8,1.0,Shakib Al Hasan,caught,0.0,0.0,0.0,2.0,2.0,Zimbabwe,2.0,7.0,52.0,2.0,1.0,0.0,113.0,7.0,28.5,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10779,AG Cremer,9,1.0,Shakib Al Hasan,bowled,10.0,0.0,0.0,27.0,21.0,Zimbabwe,2.0,10.0,37.0,1.0,0.0,3.0,145.0,8.0,36.4,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10780,RW Price,10,1.0,Abdur Razzak,lbw,13.0,1.0,0.0,32.0,22.0,Zimbabwe,2.0,10.0,31.0,0.0,2.0,3.0,199.0,9.0,47.1,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10781,CB Mpofu,11,1.0,-,not out,0.0,0.0,0.0,6.0,8.0,Zimbabwe,2.0,10.0,35.0,3.0,1.0,3.0,-,-,-,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10782,Tamim Iqbal,1,2.0,CB Mpofu,run out,2.0,0.0,0.0,5.0,4.0,Bangladesh,1.0,-,-,-,-,-,187.0,9.0,44.6,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10783,Junaid Siddique,2,2.0,CB Mpofu,caught,19.0,3.0,0.0,29.0,22.0,Bangladesh,1.0,-,-,-,-,-,42.0,2.0,10.6,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10784,Mohammad Ashraful,3,2.0,CB Mpofu,run out,5.0,1.0,0.0,5.0,3.0,Bangladesh,1.0,-,-,-,-,-,8.0,1.0,2.3,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10785,Raqibul Hasan,4,2.0,AG Cremer,stumped,31.0,3.0,0.0,51.0,34.0,Bangladesh,1.0,-,-,-,-,-,75.0,3.0,17.3,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10786,Shakib Al Hasan,5,2.0,S Matsikenyeri,stumped,20.0,2.0,0.0,30.0,18.0,Bangladesh,1.0,10.0,29.0,3.0,1.0,0.0,105.0,5.0,24.3,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10787,Mushfiqur Rahim,6,2.0,S Matsikenyeri,caught,23.0,2.0,1.0,20.0,10.0,Bangladesh,1.0,-,-,-,-,-,102.0,4.0,22.2,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10788,Mahmudullah,7,2.0,S Matsikenyeri,run out,33.0,1.0,1.0,50.0,33.0,Bangladesh,1.0,9.0,49.0,3.0,0.0,4.0,174.0,6.0,41.4,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10789,Naeem Islam,8,2.0,-,not out,73.0,4.0,4.0,90.0,56.0,Bangladesh,1.0,1.0,15.0,0.0,0.0,0.0,-,-,-,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10790,Abdur Razzak,9,2.0,CJ Chibhabha,caught,0.0,0.0,0.0,2.0,2.0,Bangladesh,1.0,10.0,48.0,3.0,0.0,8.0,179.0,7.0,42.2,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10791,Enamul Haque jnr,10,2.0,CJ Chibhabha,lbw,0.0,0.0,0.0,4.0,4.0,Bangladesh,1.0,10.0,41.0,0.0,0.0,0.0,179.0,8.0,42.6,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10792,Nazmul Hossain,11,2.0,-,not out,1.0,0.0,0.0,4.0,3.0,Bangladesh,1.0,10.0,27.0,0.0,2.0,0.0,-,-,-,male,2009/11/05,2009/10,Bangladesh,field,Naeem Islam,Bangladesh,,1.0,,
10793,BB McCullum,1,1.0,Nazmul Hossain,run out,0.0,0.0,0.0,9.0,9.0,New Zealand,2.0,-,-,-,-,-,1.0,1.0,3.1,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10794,PJ Ingram,2,1.0,Shafiul Islam,caught,69.0,9.0,0.0,73.0,40.0,New Zealand,2.0,-,-,-,-,-,117.0,3.0,21.6,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10795,MJ Guptill,3,1.0,Shahadat Hossain,caught,2.0,0.0,0.0,8.0,6.0,New Zealand,2.0,2.5,7.0,2.0,0.0,0.0,19.0,2.0,6.3,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10796,LRPL Taylor,4,1.0,Naeem Islam,caught,51.0,4.0,2.0,51.0,27.0,New Zealand,2.0,-,-,-,-,-,135.0,5.0,26.1,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10797,JEC Franklin,5,1.0,Shafiul Islam,caught,2.0,0.0,0.0,6.0,4.0,New Zealand,2.0,-,-,-,-,-,120.0,4.0,23.2,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10798,NT Broom,6,1.0,Shafiul Islam,run out,71.0,7.0,0.0,73.0,28.0,New Zealand,2.0,-,-,-,-,-,310.0,7.0,47.1,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10799,DL Vettori,7,1.0,Shakib Al Hasan,stumped,32.0,2.0,1.0,27.0,8.0,New Zealand,2.0,10.0,33.0,3.0,0.0,0.0,187.0,6.0,35.6,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10800,JDP Oram,8,1.0,Shafiul Islam,bowled,83.0,8.0,5.0,39.0,16.0,New Zealand,2.0,9.0,30.0,2.0,0.0,5.0,328.0,9.0,49.1,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10801,TG Southee,9,1.0,Shafiul Islam,bowled,0.0,0.0,0.0,2.0,2.0,New Zealand,2.0,7.0,29.0,0.0,0.0,6.0,310.0,8.0,47.3,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10802,DR Tuffey,10,1.0,-,not out,10.0,1.0,0.0,7.0,2.0,New Zealand,2.0,7.0,39.0,1.0,0.0,1.0,-,-,-,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10803,AJ McKay,11,1.0,-,not out,3.0,0.0,0.0,2.0,0.0,New Zealand,2.0,8.0,37.0,2.0,0.0,3.0,-,-,-,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10804,Tamim Iqbal,1,2.0,DL Vettori,caught,62.0,10.0,0.0,69.0,39.0,Bangladesh,1.0,-,-,-,-,-,119.0,4.0,21.5,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10805,Imrul Kayes,2,2.0,AJ McKay,caught,33.0,4.0,2.0,28.0,19.0,Bangladesh,1.0,-,-,-,-,-,71.0,1.0,10.4,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10806,Mohammad Ashraful,3,2.0,AJ McKay,caught,5.0,1.0,0.0,11.0,9.0,Bangladesh,1.0,-,-,-,-,-,84.0,2.0,14.4,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10807,Raqibul Hasan,4,2.0,DL Vettori,lbw,9.0,0.0,0.0,20.0,14.0,Bangladesh,1.0,-,-,-,-,-,118.0,3.0,21.2,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10808,Shakib Al Hasan,5,2.0,DL Vettori,caught,8.0,0.0,0.0,15.0,7.0,Bangladesh,1.0,9.0,62.0,1.0,0.0,1.0,133.0,5.0,27.1,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10809,Mushfiqur Rahim,6,2.0,DR Tuffey,caught,8.0,0.0,0.0,23.0,17.0,Bangladesh,1.0,-,-,-,-,-,144.0,6.0,28.5,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10810,Mahmudullah,7,2.0,JDP Oram,caught,23.0,1.0,1.0,22.0,12.0,Bangladesh,1.0,3.0,18.0,0.0,0.0,1.0,167.0,7.0,35.2,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10811,Naeem Islam,8,2.0,MJ Guptill,caught,15.0,0.0,0.0,48.0,35.0,Bangladesh,1.0,10.0,51.0,1.0,0.0,0.0,190.0,9.0,43.4,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10812,Shahadat Hossain,9,2.0,JDP Oram,caught,1.0,0.0,0.0,4.0,4.0,Bangladesh,1.0,9.0,51.0,1.0,2.0,5.0,173.0,8.0,37.6,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10813,Shafiul Islam,10,2.0,MJ Guptill,caught,11.0,2.0,0.0,20.0,15.0,Bangladesh,1.0,10.0,65.0,5.0,0.0,3.0,190.0,10.0,43.5,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10814,Nazmul Hossain,DNB,2.0,-,DNB,-,-,-,-,-,Bangladesh,1.0,9.0,76.0,1.0,0.0,3.0,-,-,-,male,2010/02/05,2009/10,New Zealand,bat,JDP Oram,New Zealand,146.0,,,
10815,Tamim Iqbal,1,1.0,AJ McKay,caught,1.0,0.0,0.0,6.0,5.0,Bangladesh,2.0,-,-,-,-,-,5.0,1.0,1.5,male,2010/02/08,2009/10,New Zealand,field,LRPL Taylor,New Zealand,,5.0,,
10816,Imrul Kayes,2,1.0,DR Tuffey,run out,9.0,1.0,0.0,13.0,9.0,Bangladesh,2.0,-,-,-,-,-,11.0,2.0,4.1,male,2010/02/08,2009/10,New Zealand,field,LRPL Taylor,New Zealand,,5.0,,
