,Players_1,BattingOrder_1,inning_bat_1,Bat_Bowler_1,Bat_Dismissal_1,Bat_Runs_1,4s_1,6s_1,Ball Faced_1,Dots_1,BattingTeam_1,inning_bowl_1,Over_1,Runs_1,Wicket_1,Maiden_1,extra_1,fowRuns_1,wicketNumber_1,fowOver_1,Gender,Date,Season,Toss_winner,Toss_decision,Player_of_match,Winner,Winner_runs,Winner_wickets,Method,Outcome
6240,TR Ambrose,7,2.0,DL Vettori,caught,2.0,0.0,0.0,11.0,9.0,England,1.0,-,-,-,-,-,138.0,6.0,34.4,male,2008/06/28,2008,England,field,SB Styris,New Zealand,51.0,,,
6241,GP Swann,8,2.0,KD Mills,caught,12.0,2.0,0.0,15.0,12.0,England,1.0,10.0,33.0,2.0,0.0,1.0,164.0,7.0,39.1,male,2008/06/28,2008,England,field,SB Styris,New Zealand,51.0,,,
6242,SCJ Broad,9,2.0,KD Mills,caught,5.0,1.0,0.0,11.0,10.0,England,1.0,10.0,48.0,2.0,1.0,3.0,186.0,8.0,43.2,male,2008/06/28,2008,England,field,SB Styris,New Zealand,51.0,,,
6243,RJ Sidebottom,10,2.0,-,not out,10.0,1.0,0.0,10.0,5.0,England,1.0,10.0,51.0,0.0,0.0,6.0,-,-,-,male,2008/06/28,2008,England,field,SB Styris,New Zealand,51.0,,,
6244,JM Anderson,11,2.0,MR Gillespie,caught,2.0,0.0,0.0,7.0,6.0,England,1.0,10.0,42.0,1.0,0.0,9.0,215.0,10.0,47.5,male,2008/06/28,2008,England,field,SB Styris,New Zealand,51.0,,,
6245,IR Bell,1,1.0,JH Kallis,caught,35.0,0.0,0.0,67.0,47.0,England,2.0,-,-,-,-,-,77.0,1.0,19.3,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6246,MJ Prior,2,1.0,JH Kallis,caught,42.0,5.0,1.0,52.0,35.0,England,2.0,-,-,-,-,-,86.0,2.0,21.3,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6247,OA Shah,3,1.0,J Botha,caught,12.0,0.0,0.0,25.0,15.0,England,2.0,-,-,-,-,-,113.0,3.0,28.1,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6248,KP Pietersen,4,1.0,-,not out,90.0,7.0,1.0,81.0,26.0,England,2.0,5.0,22.0,3.0,0.0,0.0,-,-,-,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6249,A Flintoff,5,1.0,DW Steyn,bowled,78.0,9.0,0.0,67.0,29.0,England,2.0,9.4,46.0,2.0,1.0,6.0,271.0,4.0,49.2,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6250,LJ Wright,6,1.0,-,not out,2.0,0.0,0.0,2.0,0.0,England,2.0,-,-,-,-,-,-,-,-,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6251,SCJ Broad,DNB,1.0,-,DNB,-,-,-,-,-,England,2.0,10.0,57.0,2.0,0.0,4.0,-,-,-,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6252,JM Anderson,DNB,1.0,-,DNB,-,-,-,-,-,England,2.0,3.0,14.0,0.0,0.0,8.0,-,-,-,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6253,SJ Harmison,DNB,1.0,-,DNB,-,-,-,-,-,England,2.0,10.0,40.0,2.0,1.0,5.0,-,-,-,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6254,SR Patel,DNB,1.0,-,DNB,-,-,-,-,-,England,2.0,10.0,42.0,1.0,0.0,0.0,-,-,-,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6255,RS Bopara,DNB,1.0,-,DNB,-,-,-,-,-,England,2.0,2.0,11.0,0.0,0.0,0.0,-,-,-,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6256,HH Gibbs,1,2.0,SR Patel,bowled,37.0,5.0,1.0,43.0,33.0,South Africa,1.0,-,-,-,-,-,93.0,2.0,15.4,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6257,GC Smith,2,2.0,SJ Harmison,caught,21.0,2.0,0.0,21.0,11.0,South Africa,1.0,-,-,-,-,-,50.0,1.0,7.5,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6258,JH Kallis,3,2.0,KP Pietersen,run out,52.0,7.0,0.0,68.0,42.0,South Africa,1.0,5.0,25.0,2.0,0.0,0.0,149.0,4.0,28.6,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6259,AB de Villiers,4,2.0,KP Pietersen,caught,24.0,3.0,0.0,35.0,21.0,South Africa,1.0,-,-,-,-,-,142.0,3.0,26.6,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6260,JP Duminy,5,2.0,SJ Harmison,caught,18.0,0.0,0.0,32.0,18.0,South Africa,1.0,-,-,-,-,-,202.0,6.0,39.4,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6261,MV Boucher,6,2.0,KP Pietersen,stumped,16.0,2.0,0.0,15.0,6.0,South Africa,1.0,-,-,-,-,-,168.0,5.0,32.3,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6262,J Botha,7,2.0,SCJ Broad,caught,26.0,2.0,0.0,30.0,16.0,South Africa,1.0,7.0,33.0,1.0,0.0,0.0,219.0,7.0,44.1,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6263,VD Philander,8,2.0,SCJ Broad,run out,23.0,2.0,0.0,27.0,13.0,South Africa,1.0,9.0,47.0,0.0,0.0,4.0,245.0,8.0,48.3,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6264,A Nel,9,2.0,A Flintoff,bowled,10.0,0.0,0.0,17.0,8.0,South Africa,1.0,10.0,53.0,0.0,0.0,2.0,249.0,9.0,49.1,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6265,DW Steyn,10,2.0,-,not out,3.0,0.0,0.0,2.0,0.0,South Africa,1.0,10.0,65.0,1.0,0.0,8.0,-,-,-,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6266,M Ntini,11,2.0,A Flintoff,bowled,2.0,0.0,0.0,2.0,2.0,South Africa,1.0,9.0,36.0,0.0,0.0,2.0,255.0,10.0,49.4,male,2008/08/22,2008,England,bat,KP Pietersen,England,20.0,,,
6267,GC Smith,1,1.0,SCJ Broad,caught,9.0,1.0,0.0,13.0,10.0,South Africa,2.0,-,-,-,-,-,25.0,2.0,5.6,male,2008/08/26,2008,South Africa,bat,SCJ Broad,England,,10.0,,
6268,HH Gibbs,2,1.0,SCJ Broad,caught,10.0,2.0,0.0,15.0,12.0,South Africa,2.0,-,-,-,-,-,16.0,1.0,3.4,male,2008/08/26,2008,South Africa,bat,SCJ Broad,England,,10.0,,
6269,JH Kallis,3,1.0,SCJ Broad,caught,6.0,1.0,0.0,15.0,12.0,South Africa,2.0,1.0,4.0,0.0,0.0,0.0,26.0,3.0,7.6,male,2008/08/26,2008,South Africa,bat,SCJ Broad,England,,10.0,,
6270,AB de Villiers,4,1.0,A Flintoff,lbw,5.0,0.0,0.0,25.0,23.0,South Africa,2.0,-,-,-,-,-,45.0,5.0,14.5,male,2008/08/26,2008,South Africa,bat,SCJ Broad,England,,10.0,,
6271,JP Duminy,5,1.0,SCJ Broad,caught,8.0,2.0,0.0,3.0,1.0,South Africa,2.0,-,-,-,-,-,36.0,4.0,9.2,male,2008/08/26,2008,South Africa,bat,SCJ Broad,England,,10.0,,
6272,MV Boucher,6,1.0,A Flintoff,caught,10.0,1.0,0.0,23.0,17.0,South Africa,2.0,-,-,-,-,-,50.0,6.0,16.4,male,2008/08/26,2008,South Africa,bat,SCJ Broad,England,,10.0,,
6273,J Botha,7,1.0,SCJ Broad,caught,1.0,0.0,0.0,16.0,15.0,South Africa,2.0,-,-,-,-,-,53.0,7.0,19.2,male,2008/08/26,2008,South Africa,bat,SCJ Broad,England,,10.0,,
6274,JA Morkel,8,1.0,SJ Harmison,caught,6.0,1.0,0.0,13.0,11.0,South Africa,2.0,-,-,-,-,-,72.0,9.0,21.5,male,2008/08/26,2008,South Africa,bat,SCJ Broad,England,,10.0,,
6275,A Nel,9,1.0,SJ Harmison,caught,13.0,3.0,0.0,7.0,4.0,South Africa,2.0,2.1,14.0,0.0,0.0,0.0,68.0,8.0,21.1,male,2008/08/26,2008,South Africa,bat,SCJ Broad,England,,10.0,,
6276,M Ntini,10,1.0,-,not out,0.0,0.0,0.0,1.0,1.0,South Africa,2.0,5.0,24.0,0.0,1.0,1.0,-,-,-,male,2008/08/26,2008,South Africa,bat,SCJ Broad,England,,10.0,,
6277,DW Steyn,11,1.0,A Flintoff,bowled,6.0,1.0,0.0,6.0,5.0,South Africa,2.0,6.0,31.0,0.0,1.0,11.0,83.0,10.0,22.7,male,2008/08/26,2008,South Africa,bat,SCJ Broad,England,,10.0,,
6278,IR Bell,1,2.0,-,not out,28.0,4.0,0.0,48.0,37.0,England,1.0,-,-,-,-,-,-,-,-,male,2008/08/26,2008,South Africa,bat,SCJ Broad,England,,10.0,,
6279,MJ Prior,2,2.0,-,not out,45.0,6.0,1.0,34.0,20.0,England,1.0,-,-,-,-,-,-,-,-,male,2008/08/26,2008,South Africa,bat,SCJ Broad,England,,10.0,,
6280,JM Anderson,DNB,2.0,-,DNB,-,-,-,-,-,England,1.0,5.0,26.0,0.0,0.0,0.0,-,-,-,male,2008/08/26,2008,South Africa,bat,SCJ Broad,England,,10.0,,
6281,SCJ Broad,DNB,2.0,-,DNB,-,-,-,-,-,England,1.0,10.0,23.0,5.0,3.0,1.0,-,-,-,male,2008/08/26,2008,South Africa,bat,SCJ Broad,England,,10.0,,
6282,A Flintoff,DNB,2.0,-,DNB,-,-,-,-,-,England,1.0,7.0,21.0,3.0,0.0,8.0,-,-,-,male,2008/08/26,2008,South Africa,bat,SCJ Broad,England,,10.0,,
6283,SJ Harmison,DNB,2.0,-,DNB,-,-,-,-,-,England,1.0,1.0,4.0,2.0,0.0,0.0,-,-,-,male,2008/08/26,2008,South Africa,bat,SCJ Broad,England,,10.0,,
6284,IR Bell,1,1.0,J Botha,lbw,73.0,11.0,1.0,76.0,51.0,England,2.0,-,-,-,-,-,144.0,2.0,24.2,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6285,MJ Prior,2,1.0,JA Morkel,caught,33.0,5.0,1.0,34.0,29.0,England,2.0,-,-,-,-,-,101.0,1.0,15.2,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6286,OA Shah,3,1.0,JH Kallis,bowled,23.0,3.0,0.0,37.0,24.0,England,2.0,-,-,-,-,-,146.0,3.0,25.1,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6287,KP Pietersen,4,1.0,JH Kallis,lbw,5.0,0.0,0.0,7.0,3.0,England,2.0,-,-,-,-,-,155.0,4.0,27.2,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6288,A Flintoff,5,1.0,-,not out,78.0,9.0,1.0,75.0,35.0,England,2.0,7.0,32.0,3.0,0.0,2.0,-,-,-,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6289,PD Collingwood,6,1.0,J Botha,caught,14.0,1.0,0.0,22.0,13.0,England,2.0,4.0,14.0,0.0,0.0,5.0,182.0,5.0,34.2,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6290,SR Patel,7,1.0,M Ntini,bowled,31.0,3.0,0.0,33.0,15.0,England,2.0,9.4,41.0,5.0,2.0,1.0,256.0,6.0,45.3,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6291,LJ Wright,8,1.0,DW Steyn,caught,17.0,2.0,0.0,13.0,4.0,England,2.0,-,-,-,-,-,295.0,7.0,49.5,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6292,SCJ Broad,DNB,1.0,-,DNB,-,-,-,-,-,England,2.0,6.0,28.0,0.0,0.0,1.0,-,-,-,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6293,JM Anderson,DNB,1.0,-,DNB,-,-,-,-,-,England,2.0,7.0,17.0,1.0,0.0,1.0,-,-,-,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6294,SJ Harmison,DNB,1.0,-,DNB,-,-,-,-,-,England,2.0,9.0,28.0,1.0,1.0,0.0,-,-,-,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6295,HM Amla,1,2.0,SJ Harmison,caught,46.0,6.0,0.0,57.0,36.0,South Africa,1.0,-,-,-,-,-,67.0,2.0,15.4,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6296,HH Gibbs,2,2.0,JM Anderson,caught,12.0,1.0,0.0,16.0,10.0,South Africa,1.0,-,-,-,-,-,19.0,1.0,6.3,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6297,JH Kallis,3,2.0,A Flintoff,caught,9.0,1.0,0.0,24.0,19.0,South Africa,1.0,7.0,42.0,2.0,0.0,0.0,77.0,3.0,18.2,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6298,AB de Villiers,4,2.0,A Flintoff,run out,12.0,1.0,0.0,23.0,15.0,South Africa,1.0,-,-,-,-,-,82.0,4.0,20.5,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6299,JP Duminy,5,2.0,A Flintoff,caught,18.0,1.0,0.0,32.0,20.0,South Africa,1.0,-,-,-,-,-,142.0,7.0,33.5,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6300,MV Boucher,6,2.0,SR Patel,bowled,19.0,1.0,0.0,26.0,13.0,South Africa,1.0,-,-,-,-,-,114.0,5.0,28.6,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6301,JA Morkel,7,2.0,SR Patel,caught and bowled,16.0,0.0,2.0,17.0,11.0,South Africa,1.0,5.0,20.0,1.0,0.0,10.0,134.0,6.0,32.4,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6302,J Botha,8,2.0,SR Patel,bowled,17.0,1.0,0.0,30.0,18.0,South Africa,1.0,9.0,35.0,2.0,0.0,0.0,170.0,9.0,42.1,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6303,M Morkel,9,2.0,SR Patel,caught,6.0,0.0,0.0,10.0,4.0,South Africa,1.0,10.0,47.0,0.0,1.0,5.0,160.0,8.0,38.4,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6304,DW Steyn,10,2.0,-,not out,5.0,0.0,0.0,12.0,9.0,South Africa,1.0,10.0,66.0,1.0,0.0,3.0,-,-,-,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6305,M Ntini,11,2.0,SR Patel,caught,0.0,0.0,0.0,3.0,3.0,South Africa,1.0,9.0,64.0,1.0,1.0,4.0,170.0,10.0,42.4,male,2008/08/29,2008,South Africa,field,SR Patel,England,126.0,,,
6306,HH Gibbs,1,1.0,SCJ Broad,bowled,74.0,9.0,0.0,74.0,36.0,South Africa,2.0,-,-,-,-,-,158.0,5.0,28.2,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6307,HM Amla,2,1.0,A Flintoff,run out,34.0,8.0,0.0,31.0,22.0,South Africa,2.0,-,-,-,-,-,66.0,1.0,9.1,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6308,JH Kallis,3,1.0,A Flintoff,caught,1.0,0.0,0.0,8.0,8.0,South Africa,2.0,1.0,20.0,0.0,0.0,0.0,75.0,2.0,11.3,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6309,AB de Villiers,4,1.0,SR Patel,caught,14.0,0.0,0.0,31.0,26.0,South Africa,2.0,-,-,-,-,-,113.0,3.0,20.2,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6310,JP Duminy,5,1.0,A Flintoff,caught,20.0,2.0,1.0,18.0,10.0,South Africa,2.0,-,-,-,-,-,155.0,4.0,27.2,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6311,MV Boucher,6,1.0,-,not out,10.0,1.0,0.0,11.0,5.0,South Africa,2.0,-,-,-,-,-,-,-,-,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6312,VD Philander,7,1.0,A Flintoff,caught,10.0,1.0,0.0,10.0,6.0,South Africa,2.0,4.0,30.0,0.0,0.0,2.0,179.0,6.0,31.2,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6313,J Botha,8,1.0,-,not out,2.0,0.0,0.0,2.0,2.0,South Africa,2.0,3.0,25.0,1.0,0.0,0.0,-,-,-,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6314,DW Steyn,DNB,1.0,-,DNB,-,-,-,-,-,South Africa,2.0,3.0,16.0,1.0,0.0,1.0,-,-,-,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6315,A Nel,DNB,1.0,-,DNB,-,-,-,-,-,South Africa,2.0,2.4,9.0,0.0,0.0,2.0,-,-,-,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6316,M Morkel,DNB,1.0,-,DNB,-,-,-,-,-,South Africa,2.0,4.0,28.0,1.0,0.0,4.0,-,-,-,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6317,IR Bell,1,2.0,M Morkel,caught,13.0,1.0,0.0,16.0,11.0,England,1.0,-,-,-,-,-,19.0,2.0,4.3,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6318,MJ Prior,2,2.0,DW Steyn,caught,0.0,0.0,0.0,4.0,4.0,England,1.0,-,-,-,-,-,7.0,1.0,2.2,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6319,OA Shah,3,2.0,-,not out,44.0,4.0,1.0,39.0,19.0,England,1.0,-,-,-,-,-,-,-,-,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6320,KP Pietersen,4,2.0,J Botha,caught,40.0,5.0,1.0,33.0,16.0,England,1.0,-,-,-,-,-,93.0,3.0,13.4,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6321,A Flintoff,5,2.0,-,not out,31.0,5.0,1.0,12.0,2.0,England,1.0,7.0,19.0,4.0,1.0,9.0,-,-,-,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6322,JM Anderson,DNB,2.0,-,DNB,-,-,-,-,-,England,1.0,3.0,23.0,0.0,0.0,0.0,-,-,-,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6323,SCJ Broad,DNB,2.0,-,DNB,-,-,-,-,-,England,1.0,6.1,28.0,1.0,0.0,7.0,-,-,-,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6324,SJ Harmison,DNB,2.0,-,DNB,-,-,-,-,-,England,1.0,4.0,35.0,0.0,0.0,0.0,-,-,-,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6325,SR Patel,DNB,2.0,-,DNB,-,-,-,-,-,England,1.0,7.0,34.0,1.0,0.0,0.0,-,-,-,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6326,PD Collingwood,DNB,2.0,-,DNB,-,-,-,-,-,England,1.0,5.0,26.0,0.0,0.0,2.0,-,-,-,male,2008/08/31,2008,England,field,A Flintoff,England,,7.0,D/L,
6327,AC Gilchrist,1,1.0,Z Khan,caught,12.0,2.0,0.0,11.0,8.0,Australia,2.0,-,-,-,-,-,14.0,1.0,2.1,male,2007/09/29,2007/08,Australia,bat,,,,,,no result
6328,ML Hayden,2,1.0,S Sreesanth,bowled,34.0,5.0,1.0,39.0,28.0,Australia,2.0,-,-,-,-,-,78.0,3.0,14.2,male,2007/09/29,2007/08,Australia,bat,,,,,,no result
6329,BJ Hodge,3,1.0,S Sreesanth,lbw,0.0,0.0,0.0,4.0,8.0,Australia,2.0,-,-,-,-,-,18.0,2.0,3.3,male,2007/09/29,2007/08,Australia,bat,,,,,,no result
6330,MJ Clarke,4,1.0,Z Khan,run out,130.0,10.0,3.0,131.0,57.0,Australia,2.0,-,-,-,-,-,307.0,7.0,49.6,male,2007/09/29,2007/08,Australia,bat,,,,,,no result
6331,A Symonds,5,1.0,S Sreesanth,lbw,7.0,1.0,0.0,7.0,3.0,Australia,2.0,-,-,-,-,-,90.0,4.0,16.3,male,2007/09/29,2007/08,Australia,bat,,,,,,no result
6332,BJ Haddin,6,1.0,Yuvraj Singh,stumped,69.0,7.0,1.0,81.0,47.0,Australia,2.0,-,-,-,-,-,234.0,5.0,41.5,male,2007/09/29,2007/08,Australia,bat,,,,,,no result
6333,JR Hopes,7,1.0,Z Khan,caught,37.0,4.0,0.0,25.0,5.0,Australia,2.0,-,-,-,-,-,307.0,6.0,49.5,male,2007/09/29,2007/08,Australia,bat,,,,,,no result
6334,B Lee,DNB,1.0,-,DNB,-,-,-,-,-,Australia,2.0,1.4,4.0,0.0,1.0,4.0,-,-,-,male,2007/09/29,2007/08,Australia,bat,,,,,,no result
6335,MG Johnson,DNB,1.0,-,DNB,-,-,-,-,-,Australia,2.0,1.0,0.0,1.0,0.0,1.0,-,-,-,male,2007/09/29,2007/08,Australia,bat,,,,,,no result
6336,G Gambhir,1,2.0,-,not out,4.0,1.0,0.0,9.0,9.0,India,1.0,-,-,-,-,-,-,-,-,male,2007/09/29,2007/08,Australia,bat,,,,,,no result
6337,SR Tendulkar,2,2.0,MG Johnson,lbw,0.0,0.0,0.0,6.0,7.0,India,1.0,-,-,-,-,-,1.0,1.0,1.7,male,2007/09/29,2007/08,Australia,bat,,,,,,no result
6338,IK Pathan,DNB,2.0,-,DNB,-,-,-,-,-,India,1.0,8.0,37.0,0.0,0.0,1.0,-,-,-,male,2007/09/29,2007/08,Australia,bat,,,,,,no result
6339,Z Khan,DNB,2.0,-,DNB,-,-,-,-,-,India,1.0,10.0,61.0,3.0,0.0,4.0,-,-,-,male,2007/09/29,2007/08,Australia,bat,,,,,,no result
6340,S Sreesanth,DNB,2.0,-,DNB,-,-,-,-,-,India,1.0,10.0,48.0,3.0,0.0,7.0,-,-,-,male,2007/09/29,2007/08,Australia,bat,,,,,,no result
6341,RP Singh,DNB,2.0,-,DNB,-,-,-,-,-,India,1.0,10.0,65.0,0.0,0.0,2.0,-,-,-,male,2007/09/29,2007/08,Australia,bat,,,,,,no result
6342,RR Powar,DNB,2.0,-,DNB,-,-,-,-,-,India,1.0,6.0,50.0,0.0,0.0,4.0,-,-,-,male,2007/09/29,2007/08,Australia,bat,,,,,,no result
6343,Yuvraj Singh,DNB,2.0,-,DNB,-,-,-,-,-,India,1.0,6.0,28.0,1.0,0.0,0.0,-,-,-,male,2007/09/29,2007/08,Australia,bat,,,,,,no result
6344,AC Gilchrist,1,1.0,Z Khan,caught,0.0,0.0,0.0,5.0,6.0,Australia,2.0,-,-,-,-,-,3.0,1.0,0.7,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6345,ML Hayden,2,1.0,IK Pathan,bowled,75.0,5.0,3.0,89.0,47.0,Australia,2.0,-,-,-,-,-,160.0,4.0,31.1,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6346,BJ Hodge,3,1.0,S Sreesanth,caught,3.0,0.0,0.0,9.0,8.0,Australia,2.0,-,-,-,-,-,8.0,2.0,3.1,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6347,MJ Clarke,4,1.0,IK Pathan,stumped,27.0,3.0,0.0,38.0,25.0,Australia,2.0,9.0,35.0,3.0,1.0,4.0,66.0,3.0,15.4,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6348,A Symonds,5,1.0,S Sreesanth,caught and bowled,87.0,9.0,2.0,83.0,38.0,Australia,2.0,-,-,-,-,-,268.0,5.0,46.5,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6349,BJ Haddin,6,1.0,-,not out,87.0,8.0,3.0,67.0,27.0,Australia,2.0,-,-,-,-,-,-,-,-,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6350,JR Hopes,7,1.0,S Sreesanth,caught,4.0,0.0,0.0,4.0,1.0,Australia,2.0,7.0,30.0,1.0,0.0,3.0,297.0,6.0,49.2,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6351,B Lee,8,1.0,-,not out,2.0,0.0,0.0,2.0,1.0,Australia,2.0,7.0,36.0,0.0,0.0,8.0,-,-,-,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6352,MG Johnson,DNB,1.0,-,DNB,-,-,-,-,-,Australia,2.0,9.0,41.0,1.0,1.0,6.0,-,-,-,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6353,SR Clark,DNB,1.0,-,DNB,-,-,-,-,-,Australia,2.0,6.0,14.0,2.0,0.0,1.0,-,-,-,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6354,GB Hogg,DNB,1.0,-,DNB,-,-,-,-,-,Australia,2.0,9.3,39.0,3.0,0.0,5.0,-,-,-,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6355,G Gambhir,1,2.0,MG Johnson,bowled,7.0,1.0,0.0,13.0,12.0,India,1.0,-,-,-,-,-,11.0,1.0,3.1,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6356,SR Tendulkar,2,2.0,SR Clark,caught,16.0,1.0,1.0,24.0,20.0,India,1.0,3.0,22.0,0.0,0.0,0.0,58.0,2.0,8.5,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6357,RV Uthappa,3,2.0,SR Clark,lbw,41.0,5.0,2.0,30.0,16.0,India,1.0,-,-,-,-,-,87.0,4.0,14.2,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6358,Yuvraj Singh,4,2.0,JR Hopes,caught,10.0,0.0,1.0,9.0,5.0,India,1.0,3.0,22.0,0.0,0.0,0.0,79.0,3.0,11.5,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6359,R Dravid,5,2.0,GB Hogg,caught,31.0,3.0,1.0,46.0,33.0,India,1.0,-,-,-,-,-,136.0,5.0,25.1,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6360,MS Dhoni,6,2.0,GB Hogg,caught,58.0,2.0,2.0,86.0,50.0,India,1.0,-,-,-,-,-,222.0,10.0,47.3,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6361,IK Pathan,7,2.0,MJ Clarke,run out,1.0,0.0,0.0,7.0,6.0,India,1.0,10.0,42.0,2.0,0.0,5.0,139.0,6.0,26.6,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6362,Harbhajan Singh,8,2.0,MJ Clarke,stumped,4.0,0.0,0.0,10.0,6.0,India,1.0,10.0,56.0,0.0,0.0,5.0,154.0,7.0,30.3,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6363,RR Powar,9,2.0,MJ Clarke,bowled,17.0,1.0,1.0,17.0,10.0,India,1.0,5.0,30.0,0.0,0.0,0.0,179.0,8.0,34.6,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6364,Z Khan,10,2.0,GB Hogg,caught,3.0,0.0,0.0,14.0,11.0,India,1.0,10.0,52.0,1.0,1.0,4.0,190.0,9.0,39.2,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
